,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
/immune_cell_hum_subtype_wrongly_assigned/original/metrics/unscaled/hvg/scanvi_embed,0.8592054255441072,0.8903816413847617,0.6096557229757309,0.8744324870516603,0.9325795718803372,0.6202902119821139,0.8560175341822932,0.6307595679536462,0.981221661431553,0.2288498981633124,0.2506612135426242,0.9989340196415673,,0.8573889947972525
/immune_cell_hum_subtype_wrongly_assigned/neighbor_shuffled_20_unknown_15/metrics/unscaled/hvg/scanvi_embed,0.8324807529601778,0.8573484483114739,0.6003028154373169,0.8759449562649391,0.9326566354381752,0.6156886802291273,0.8442738879000163,0.6374788787215948,0.9894381630126324,0.2319272271693935,0.2617912171252603,0.9979776098517238,,0.857687516921217
/immune_cell_hum_subtype_wrongly_assigned/merging_1/metrics/unscaled/hvg/scanvi_embed,0.8372281490106164,0.8539232624683893,0.5902231633663177,0.8751537847762592,0.9319334345657824,0.6182192352122347,0.8516058305613213,0.6357598537579179,0.9824947715281328,0.2314264100750724,0.2661366326121011,0.9972430220097214,,0.8589431919953652
/immune_cell_hum_subtype_wrongly_assigned/merging_2/metrics/unscaled/hvg/scanvi_embed,0.8232219158636099,0.842158734471763,0.5916216224431992,0.8755000261331131,0.9316598302414164,0.616478559399452,0.8470820061556349,0.6413354054093361,0.9818211629284064,0.2373253326065822,0.2660250776044198,0.9978608227544438,,0.8537237873773504
/immune_cell_hum_subtype_wrongly_assigned/merging_3/metrics/unscaled/hvg/scanvi_embed,0.8406405678648764,0.8540994418781075,0.5881267935037613,0.8759983450003173,0.9319401027489668,0.6074284223004883,0.8604784500028567,0.6412809584289789,0.9827915314302276,0.2356140899003812,0.2749852024812268,0.99698914686766,,0.8641551609962456
/immune_cell_hum_subtype_wrongly_assigned/merging_4/metrics/unscaled/hvg/scanvi_embed,0.8377849607383733,0.8523698166457627,0.5843363180756569,0.877033829428679,0.933593499402878,0.620755034974813,0.8471682002614825,0.6432248707860708,0.983197619786042,0.2348880888173593,0.2692297744488832,0.996814851462415,,0.8525670980223852
/immune_cell_hum_subtype_wrongly_assigned/merging_5/metrics/unscaled/hvg/scanvi_embed,0.8398365051178267,0.8535352862262567,0.5858480781316757,0.8772480932502107,0.9319637353927572,0.6305119256298451,0.8490371989254499,0.6413218025118113,0.9892546018128408,0.2343504756524547,0.2721106039347751,0.9967026140704124,,0.8593172617006823
/immune_cell_hum_subtype_wrongly_assigned/merging_6/metrics/unscaled/hvg/scanvi_embed,0.8372922894454217,0.8508756483233265,0.5826732069253922,0.8758605584847954,0.9324512583529014,0.6276655728597077,0.8409267355179297,0.6409692205488682,0.9825333480261254,0.2298991735064679,0.2714376140548106,0.9967197907704296,,0.8573545428893066
/immune_cell_hum_subtype_wrongly_assigned/merging_7/metrics/unscaled/hvg/scanvi_embed,0.8402224820524326,0.8527179180648924,0.5841891244053841,0.8762094621500025,0.936772879730888,0.6292699050997465,0.8464460134089888,0.6433928795158863,0.9823877840769032,0.2356221370937994,0.266451495052397,0.997017434697276,,0.8599174364028331
/immune_cell_hum_subtype_wrongly_assigned/merging_8/metrics/unscaled/hvg/scanvi_embed,0.836092030513971,0.8504072246994222,0.5826568379998207,0.8753520918349045,0.9323235310575708,0.6489384640619681,0.8502439129828978,0.6413056217133999,0.9853935206903308,0.2397451119101222,0.2733835430096916,0.99670967698264,,0.8601818654604572
/immune_cell_hum_subtype_wrongly_assigned/merging_9/metrics/unscaled/hvg/scanvi_embed,0.8285395470650389,0.8460122108624931,0.5821017771959305,0.8765722206282671,0.9296514325944122,0.6375613910722626,0.8455450880254651,0.6440141703933477,0.982802813152312,0.2338344272498714,0.2671056045535915,0.9967703139027884,,0.8591464272901368
/immune_cell_hum_subtype_wrongly_assigned/merging_10/metrics/unscaled/hvg/scanvi_embed,0.830589814209148,0.847661688104281,0.5842912495136261,0.8757412636254464,0.9323594924887232,0.6318095646143893,0.8477018808498917,0.6429126933217049,0.9818077443343554,0.2346414544301583,0.2675219356706331,0.9968027463311202,,0.857587330142827
/immune_cell_hum_subtype_wrongly_assigned/merging_11/metrics/unscaled/hvg/scanvi_embed,0.8055325670493542,0.8085651338518454,0.5778233259916306,0.8745333744437573,0.9357480489357268,0.6431365644642628,0.867140707411415,0.6394341979175806,0.98133478732858,0.2347918515469175,0.2699454065891795,0.9959884365311532,,0.8573082819533008
