,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
/human_pancreas/metrics/unscaled/hvg/combat_full,0.9032161118446548,0.9429146610531892,0.6083089634776115,0.8776412083937944,0.9999721265522804,0.5206496421849073,0.1029411764705882,0.6591390520334244,0.9849481294342228,0.2906078582798173,0.1089098432114223,0.9997904203483676,,
/tcells_atlas/metrics/unscaled/hvg/combat_full,0.5157132306790817,0.474029622781601,0.512736864387989,0.910765487784484,0.999926810677264,0.680102236105897,0.7032345903485138,0.5247057471424341,0.9675527542072986,0.1545373662537569,0.0917862712218533,0.9374613952565598,,
/lung_atlas/metrics/unscaled/hvg/combat_full,0.7334607074615699,0.5712375246644723,0.572843074798584,0.8858758577583128,0.9999730513910288,0.77644195004935,0.7180385288966725,0.6656224280595779,0.970788343460906,0.2590657098922763,0.0676229057351106,0.995347018953994,,
/immune_cell_hum/metrics/unscaled/hvg/combat_full,0.7376836037075609,0.6092667010452042,0.5699076876044273,0.8339705468331986,0.9999954179816448,0.7626971985833622,0.7482784913228766,0.5847315220453311,0.9647690938806674,0.0305037115049726,0.0955051187839125,0.9978780025807968,,0.8520127428314632
/human_pancreas/metrics/scaled/hvg/combat_full,0.9051036630549296,0.937395147549535,0.6328868716955185,0.8469758057479911,0.9999999999521164,0.6431952617356728,0.128440366972477,0.7609945237636566,0.9856345301801106,0.3330895838404869,0.1000136137808311,1.0,,
/tcells_atlas/metrics/scaled/hvg/combat_full,0.5073819663123877,0.425688044204363,0.5173009652644396,0.9011261047436206,1.0,0.7352829356550269,0.7102917071831908,0.5229354922970136,0.976672746425066,0.1615308506759384,0.0712810258919563,0.9511767391022804,,
/lung_atlas/metrics/scaled/hvg/combat_full,0.7157758034146021,0.4646684590683921,0.5789352282881737,0.8597256475660761,1.0,0.7047500483133462,0.719298245614035,0.7057282775640488,0.9730689340500204,0.255892678245652,0.0689421720552793,0.9964633609336032,,
/immune_cell_hum/metrics/scaled/hvg/combat_full,0.7424296039958248,0.6494531587841417,0.5788187682628632,0.8381452432839093,1.0,0.6598091018516403,0.7681636114808681,0.6159241395071149,0.9387424445649856,0.0481581382048963,0.0989200850594313,0.998665693873251,,0.8386169950331264
/human_pancreas/metrics/unscaled/hvg/scanorama_embed,0.921448291759112,0.9534752868540736,0.6546864837377784,0.8842530998667376,0.7817091733367668,0.5113219294023956,0.1076923076923076,0.6253963381430797,0.981741460562468,0.4065393593805686,0.1334157931767586,1.0,,
/tcells_atlas/metrics/unscaled/hvg/scanorama_embed,0.6973940203975244,0.7087025751368021,0.5493473846948551,0.9270945661485724,0.5683169407936985,0.7335547668909642,0.8504392085784094,0.5908317525099381,0.9871321587271236,0.2981935455078887,0.0748446220834775,0.9790092107166012,,
/lung_atlas/metrics/unscaled/hvg/scanorama_embed,0.728060512826912,0.4833160005040408,0.5764776184138607,0.8955986690688922,0.3486123044189527,0.6867071132271787,0.7349505840071878,0.6739759573196895,0.8748735298390795,0.285000683767751,0.0739946644556246,0.998355154538544,,
/immune_cell_hum/metrics/unscaled/hvg/scanorama_embed,0.7831536278113229,0.6216657027109623,0.6032439346909033,0.866512424728189,0.8399437838454882,0.8275514465977676,0.7875376376656523,0.6217105111619479,0.9053863852467264,0.1712895770989817,0.1812795332070894,0.9977864702696808,,0.8645761693947905
/human_pancreas/metrics/scaled/hvg/scanorama_embed,0.9134157914877332,0.9485478058552056,0.6235277631339254,0.8728812100426145,0.9456699322629116,0.6744717181752059,0.1111111111111111,0.7882143774786106,0.9873317930251088,0.422242933791916,0.2944173897038931,1.0,,
/tcells_atlas/metrics/scaled/hvg/scanorama_embed,0.5529395871243299,0.5611642140205592,0.520072607599179,0.9257676776507175,0.9508524204139108,0.5270901061027572,0.6030556424678238,0.5260520584890643,0.9719205846974855,0.2657215853926903,0.1563119089117405,0.945483255966942,,
/lung_atlas/metrics/scaled/hvg/scanorama_embed,0.7314816317575543,0.5381371796669921,0.5737573292826302,0.9081721115073572,0.8366508699289478,0.3998142269350839,0.8505997818974917,0.6713603533123049,0.9425587602856856,0.3407608295909348,0.1482230959601134,0.9930133663060317,,
/immune_cell_hum/metrics/scaled/hvg/scanorama_embed,0.8128628370176783,0.7666518409586461,0.5916552845750911,0.880924662344776,0.948657193073336,0.8525522464497293,0.8419232882585054,0.6133677966840879,0.9740292192515996,0.2310459226349532,0.3033418496469438,0.9951516497880806,,0.840993267485669
/human_pancreas/metrics/unscaled/hvg/scanorama_full,0.8251388118913427,0.6512510286536688,0.6807125210762024,0.7936229647772134,0.8054969942285344,0.4799948386665379,0.1014492753623188,0.6520881652832031,0.9491527221009828,0.3429766486568616,0.1327509548653738,1.0,,
/tcells_atlas/metrics/unscaled/hvg/scanorama_full,0.6422810259553218,0.6788851115913214,0.5496909581124783,0.8871518157365462,0.606890971240565,0.6699421497173539,0.8134920270549545,0.5879269130527973,0.9823101724201496,0.2501862568256627,0.1038006898158405,0.9739776130767934,,
/lung_atlas/metrics/unscaled/hvg/scanorama_full,0.7160698585230338,0.4686948641352883,0.5653679892420769,0.8220118940630592,0.3454851773127176,0.7433817639099541,0.8246346555323592,0.7209827452898026,0.812889387115527,0.2607858701600879,0.0813326375345457,0.9981761688378183,,
/immune_cell_hum/metrics/unscaled/hvg/scanorama_full,0.8120228802038405,0.7651971505695393,0.6197819486260414,0.8195712431066279,0.8544023722015476,0.8136586392388484,0.858070453069444,0.654991396702826,0.9056376452109371,0.1513345960859885,0.1536566662120105,0.9985951323647824,,0.8562767950447512
/human_pancreas/metrics/scaled/hvg/scanorama_full,0.9037395475902812,0.9389442833948648,0.6806605756282806,0.7195533208860444,0.9164468862698638,0.6054645240311264,0.1414141414141414,0.883735328912735,0.9664212778383956,0.4163104441501801,0.2793503464402443,1.0,,
/tcells_atlas/metrics/scaled/hvg/scanorama_full,0.4281166063107232,0.4481450355879496,0.4969413229264319,0.8565046367039248,0.941901459595988,0.6918606430176736,0.4947916221659984,0.5153290584372977,0.930283649721796,0.260164712695374,0.2879580703036029,0.8566325469509816,,
/lung_atlas/metrics/scaled/hvg/scanorama_full,0.6857932610139839,0.4368264556148584,0.5761999040842056,0.8161382631170347,0.5310464627706235,0.7605591258822124,0.8653158522050061,0.7303393185138702,0.8942997745036035,0.2598984954316998,0.1238081572214816,0.9905500253813402,,
