,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory
/human_pancreas/shuffled_10/metrics/unscaled/hvg/scanvi_embed,0.919186392089407,0.9507401609699568,0.6077417060732841,0.8615955009775925,0.9204840032157212,0.4412422427787621,0.1166666666666666,0.8036724030971527,0.9956069855111196,0.4322500370721471,0.3055900555130517,0.9998991521911822,,
/human_pancreas/shuffled_20/metrics/unscaled/hvg/scanvi_embed,0.9193364727466268,0.9501693905251312,0.6070214286446571,0.8625801644317026,0.9206735646463992,0.4404007656688513,0.1238938053097345,0.8070521950721741,0.9956077815087638,0.4379476296788372,0.3125067662883419,0.9999310257225412,,
/human_pancreas/shuffled_50/metrics/unscaled/hvg/scanvi_embed,0.9171799337618344,0.9488469967351704,0.6043397635221481,0.8607681942091461,0.9225017567410072,0.4389596396142439,0.1818181818181818,0.8112990260124207,0.9957110671440518,0.4289023045940981,0.3140128365923165,0.9998172941559352,,
/human_pancreas/shuffled_100/metrics/unscaled/hvg/scanvi_embed,0.9148410583310248,0.9458271986629754,0.5908590480685234,0.8601205813106964,0.9200950830306208,0.4443868833068305,0.1176470588235294,0.8032613098621368,0.995615029444806,0.4361047066708982,0.3181590735355342,0.9995763146427504,,
/human_pancreas/unknown_10/metrics/unscaled/hvg/scanvi_embed,0.9191044537932312,0.951729007178262,0.6097043380141258,0.8619058465862267,0.9228083162827028,0.4607559351840005,0.1866666666666666,0.7979816794395447,0.9959595949043308,0.4469463968144297,0.3101312132080862,0.9997988851068772,,
/human_pancreas/unknown_20/metrics/unscaled/hvg/scanvi_embed,0.9184447217849864,0.9506381372018584,0.6083584874868393,0.8639797863922712,0.9204070243891874,0.456825134097435,0.128440366972477,0.7987283766269684,0.990569409284756,0.4463365567674744,0.3088781449046188,1.0,,
/human_pancreas/unknown_50/metrics/unscaled/hvg/scanvi_embed,0.9223392294274791,0.9523859643441374,0.6090965569019318,0.8630779650834917,0.9228631795817324,0.4505622759128078,0.1296296296296296,0.7980940937995911,0.9948116687893532,0.4481872779694287,0.3114216104371128,1.0,,
/human_pancreas/unknown_100/metrics/unscaled/hvg/scanvi_embed,0.9176724962520408,0.9488061043206152,0.5923671051859856,0.8604847634003748,0.9249423959594884,0.4431406762413298,0.175,0.7971975803375244,0.9953891608600708,0.432384364391399,0.3163290850968113,0.9996970003972604,,
/human_pancreas/broad/metrics/unscaled/hvg/scanvi_embed,0.9204580917572298,0.9510740950300172,0.6082265600562096,0.8618004692498505,0.9202456300494424,0.4376360290248787,0.1076923076923076,0.8074859976768494,0.995638005709041,0.4330382310598053,0.309113402025871,1.0,,
/human_pancreas/unknown_15_shuffled_20/metrics/unscaled/hvg/scanvi_embed,0.919476028408715,0.9510116941658394,0.6068249344825745,0.8619843945788286,0.9216121994485516,0.4474730782362762,0.1866666666666666,0.7950463891029358,0.9956854777470416,0.4497298677618671,0.3147583117960099,1.0,,
/tcells_atlas/shuffled_10/metrics/unscaled/hvg/scanvi_embed,0.6941349749010395,0.70750326131009,0.5444580689072609,0.9174883129608364,0.8448643898073983,0.7313199940690562,0.8463578626160843,0.5699299176534017,0.9820217866158368,0.3887843178856474,0.1426664640962796,0.9715309029828284,,
/tcells_atlas/shuffled_20/metrics/unscaled/hvg/scanvi_embed,0.6885966135222623,0.711711498194423,0.5436729863286018,0.917112360004084,0.8465940364416878,0.7205569147507471,0.840350207417741,0.5690325063963732,0.981113575165178,0.3925413820348998,0.1385628340738236,0.974077730434174,,
/tcells_atlas/shuffled_50/metrics/unscaled/hvg/scanvi_embed,0.6439395266328223,0.6700683731344975,0.5361002683639526,0.9181655701720756,0.8676863250053093,0.7223388032741086,0.8188006242146041,0.5587571660677592,0.9810589848627116,0.3874402952526905,0.1486214110310421,0.9621413210012872,,
/tcells_atlas/shuffled_100/metrics/unscaled/hvg/scanvi_embed,0.5788649983358106,0.5942306460332984,0.5211166832596064,0.9151068742003016,0.9025126645177556,0.7160264612532956,0.7604158690734198,0.5421765098969141,0.98010518430257,0.3930838326365662,0.1691561120622267,0.93341097795116,,
/tcells_atlas/unknown_10/metrics/unscaled/hvg/scanvi_embed,0.6996783426461285,0.7205760519001705,0.5448346510529518,0.9159333948694636,0.832520370364105,0.7437702345205504,0.8443049052369126,0.5712967117627462,0.9824742266703832,0.3775542164490235,0.1389056788869796,0.9739885827212628,,
/tcells_atlas/unknown_20/metrics/unscaled/hvg/scanvi_embed,0.6971648842466605,0.7174892632262742,0.5460187755525112,0.916794167163794,0.8368742219696897,0.7185288164272929,0.8479848580293181,0.5734345378975073,0.9813822634516896,0.3926287802493922,0.1393527940224961,0.9743813019167892,,
/tcells_atlas/unknown_50/metrics/unscaled/hvg/scanvi_embed,0.696758885571144,0.7205946164945726,0.5441632084548473,0.9184947560390838,0.840074552387675,0.7369200597382024,0.8430090330191641,0.5673277328411738,0.9833420602111728,0.3855469320771925,0.1409869193944746,0.9745482180377716,,
/tcells_atlas/unknown_100/metrics/unscaled/hvg/scanvi_embed,0.5725672026683359,0.5805406256113009,0.521449388936162,0.9140731664990523,0.898860937170528,0.7281635320274946,0.750937657931194,0.5414918102324009,0.9779878277914884,0.3820835084654134,0.1702060813512817,0.930927469987727,,
/tcells_atlas/broad/metrics/unscaled/hvg/scanvi_embed,0.6857278076934493,0.6936624175667372,0.5379138290882111,0.9196010950157886,0.8385146680868337,0.7249427125704145,0.803239440590942,0.5594700860480467,0.9835643880742376,0.4051036008955286,0.1521425363214619,0.9628454899845116,,
/tcells_atlas/unknown_15_shuffled_20/metrics/unscaled/hvg/scanvi_embed,0.6759787097265118,0.689577541270858,0.540596142411232,0.9184495762126036,0.8444177919739976,0.7145835907730008,0.8315540946266845,0.5672111834088961,0.9818809088610192,0.3930691618377657,0.145109338329042,0.969453024036544,,
/lung_atlas/shuffled_10/metrics/unscaled/hvg/scanvi_embed,0.8156655056204734,0.7533596978361613,0.60008604824543,0.8951003357442394,0.8483069539900474,0.6688542310871792,0.6766666666666666,0.6730840653181076,0.9764804617761504,0.3848970599477521,0.1326261393468064,0.9977180489173096,,
